SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss
1311,SOAPEEL12A81C21ADE,275489,Turn Your Radio On,ARBB58Y1187B9B621,Bill & Gloria Gaither,175.15057,10,0.727,75.06,3,1,Til The Storm Passes By,0,0
1312,SOJMUAN12AB0183911,418092,808s & Heartbreak,ARRH63Y1187FB47783,Kanye West,189.962,1,0.58,125.593,3,0.432,Street Lights,2008,0.814517241
1313,SOJUGKQ12A8C13A83A,36831,Mulholland Drive,AR1PCLK1187FB5BBFF,Angelo Badalamenti,86.56934,1,0.267,90.336,7,0,Dinner Party Pool Music,2001,0.674833876
1314,SOEBXBQ12A8AE47F49,185937,Front Row,ARU2JAB1187FB50C72,David Meece,185.33832,7,0.809,162.995,4,0,Gospel Train (LP Version),0,0.285458634
1315,SOIBEXL12A8AE46975,280531,The Best Of,AR4WHYC1187B9896E7,A Tribe Called Quest,251.14077,2,0.161,102.829,4,1,Scenario,1991,0.704098839
1316,SOOCPDS12A8AE469F0,280211,Charmer,ARF2EHS1187B994F4E,Kings Of Leon,225.27955,11,0.682,127.006,4,0.589,My Party (Kenna Remix),2007,0.565666582
1317,SOLIQZK12A6D4FB91D,56789,Informal Introduction,AR7AA2D1187B98B415,Shade Sheist / DJ Vice / DJ Echo / Damizza,88.39791,6,0.018,180.005,5,0.934,Holla Boyz Outro,0,0
1318,SOWEKTS12A6310F101,299,The Bitter End,AR6892W1187B9AC71,Placebo,260.75383,6,0.725,78.245,4,0.567,Evalia,2003,0.697348812
1319,SOYEWDH12AAF3B45CE,480803,Drawing Down the Moon,AREBWEH1187B99EA9A,Beherit,185.05098,8,0.269,141.621,4,0.905,Werewolf_ Semen And Blood,1993,0.549342332
1320,SOPIEKE12AB01824E6,460964,Slaves Mass,ARI4RPW1187B9B862D,Hermeto Pascoal,131.36934,0,0,179.161,1,0,Little Cry For Him (Chorinho Pra Ele) (LP Version),0,0.215080319
1321,SOIKWWB12AAF3B45D0,433281,Knowing,AR9YV621187B99373E,Marco Beltrami,209.08363,8,0.052,121.28,4,0,Revelations,2009,0.334706549
1322,SOYLBTJ12A8C13EB1A,262115,For The Sake Of The Children,ARBHPBX1187FB47102,The Steeles,231.41832,2,0.244,117.437,4,0,On The Road To Emmaus,0,0
1323,SORMJGW12A8C144638,318926,Live! At The Desert Inn,ARD0FN11187B9B25CD,Bobby Darin,210.38975,1,0.007,81.895,5,0.794,Moritat (Mack The Knife),0,0
1324,SOZLFDW12A8C137028,289872,Titus - Original Motion Picture Soundtrack,ARZVEF91187B9AC770,Elliot Goldenthal,305.50159,0,0.518,140.629,4,0.184,Pickled Heads,2000,0.266955186
1325,SOBOOXP12A6D4F7F9F,29379,"bKeepin It Cool""""",ARC0NOU1187B9AA91D,Nick Colionne,215.14404,8,0.594,102.04,4,1,If You Ask Me,2006,0.621195684
1326,SOEHUEK12AB018471E,463655,Riddim Driven: Wanted,ARNNQ9E1187FB3C82F,Sizzla,197.48526,5,0.022,131.868,5,0.921,Love & Devotion,2003,0
1327,SOPAUNQ12A8C138555,292235,Live in Malaysia 2004,AR1RMYB1187FB5A59E,Incubus,353.77587,9,0.684,107.922,4,0.492,Just A Phase,2001,0.70969929
1328,SOLXOUI12AC468DBE2,686954,24-Jul,ARVAE6W1187FB3CAF3,The Refreshments,195.39546,7,0.678,191.436,1,0,"bMy Girlfriends Friend""""",0,0.370025074
1329,SOIVAVN12A6D4F92D7,43438,Straight From The Soul,ARALUUG1187FB58696,Irma Thomas,146.88608,5,0.347,183.882,3,0.844,"bIm Gonna Cry Til My Tears Run Dry""""",2004,0.405115722
1330,SOXCCHE12AAFF43D5D,530926,Natsukashii,ARZU9NI1187B9AEE08,Babylon Disco,181.39383,1,0.38,89.992,4,0.937,Multiplayer,2007,0.26376759
1331,SORSZKZ12A8C13FEF1,311115,Rise,ARALEAC1187B9902A8,Rubyhorse,228.20526,0,0.829,125.898,3,0.993,The  First Of The Year,2002,0.265861049
1332,SOFOSKB12A8C1328B6,191051,The Burning Bridges Tour,ARDD5NR1187B9B61F9,Maria Bamford,127.16363,2,0.398,114.597,7,0.893,Vennette,2003,0.480934213
1333,SOYGOKZ12A58A7C65D,53053,The City,ARMPRI31187FB4F7D9,Vangelis,573.67465,4,0.66,119.712,4,0.919,Procession,1990,0.588922168
1334,SOEYPZV12A8C138CCC,153286,Perpetual Emotion,ARNARI81187FB3C9A7,Flora Purim,246.67383,8,0.544,137.823,5,0.69,"bAirtos Jazz Dance""""",2001,0.334706549
1335,SOJYYCA12A6D4F9C1F,43673,"bSweet Talkin Girls: The Best Of The Chiffons""""",ARNUFGE1187B9B7881,THE CHIFFONS,156.36853,4,0.35,113.431,4,0.401,"bWhen Summers Through""""",1963,0.266955186
1336,SOSVAPZ12A58A7E7A2,448416,"bBobbys Girl - The Complete Seville Recordings""""",ARRBINW1187B98AE6D,Marcie Blane,143.25506,0,0.606,140.903,1,0,"bBobbys Girl (Previously Unreleased Demo - Stereo)""""",0,0.630508572
1337,SOWZTZO12A8C13DD5E,618373,Bar De Lune Presents Buddhist Chillout,AR4MCB01187B98BF5C,Atman,284.31628,8,0.62,170.034,4,0.602,The Traveller,0,0.533312769
1338,SOGYDSV12A8C142A33,525940,Malllet Jazz,AREVNGE11F50C49B9A,Tom Collier,411.42812,0,0.515,111.743,4,1,"bEddies Pad""""",0,0.210011779
1339,SOOFHNG12A6D4FAB3A,271181,Virus,ARLF0QY1187FB4FDCC,Heavenly,327.6273,4,0.211,175.007,4,0.612,Liberty,0,0.503752061
1340,SOPYPCN12A58A7A856,223470,Wreck of Nerves,AR0B6VD1187B99C293,Uphill Battle,166.37342,7,0.235,108.252,7,0.57,Thresh Hold,2004,0.260338243
1341,SOLRPYX12AB0184061,804421,Double Barrel,ARXFAOQ1187B9A3616,Dave And Ansel Collins,151.84934,2,0.395,117.157,4,0,Two Four One,1971,0.262308997
1342,SORVEEG12A670200D2,5402,Moonlight Survived,ARN8YG41187B99A480,Moments In Grace,195.91791,10,0.318,145.147,4,0.48,Broken Promises (album version),2004,0.405115722
1343,SOVRIRM12A8C13B476,295597,The Essential Connie Smith,ARGUACZ1187FB3F35C,Connie Smith,125.67465,4,0.036,124.916,4,0,"bIll Come Running""""",2001,0.427446571
1344,SOCVMHO12A6D4F9C77,738,Murder Ballads,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,315.08853,7,0.768,153.768,4,0.559,Stagger Lee,1996,0.47643522
1345,SOPHPDS12AB018821C,818031,Allt \xc3\x84r Skit_ J\xc3\xa4mt,ARHPBZT1269FCD0B57,IYOV,257.4624,7,0.237,104.928,4,1,I See War,0,0
1346,SOBULBX12A81C22BF0,273611,Authorized,AR6EVQA1187B9AA1DF,Cocoa Tea,241.29261,0,0.808,99.894,3,0.906,Cooling Out,1992,0
1347,SOADCCE12A6D4FA324,46737,Dope Radio,ARCYE581187B9A1482,Timo Maas,132.15302,3,0.085,76.57,3,0.727,UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix,0,0.511424326
1348,SOXVXGO12AB0180137,327022,X Christmas,ARAN38V1187FB4C4EE,The Almost,187.11465,7,0.433,163.975,4,1,Little Drummer Boy,2008,0.569505199
1349,SOHDXPG12AAA8C5AE7,431568,Espana tiene sabor,ARZXMYV1187FB5B99,Los Ninos De Sara,226.58567,6,0.591,115.021,4,1,Lioraras,0,0
1350,SOLGUGY12AB01897BE,682287,100 Unforgettable Bulgarian Pop Songs By Songwriter Jivko Kolev - Part I,ARRHZLW11E2835E799,Sofi Marinova,190.17098,0,0.758,145.924,4,0.827,Studen plamuk,0,0
1351,SOAPLUZ12A6D4F9CD2,65522,Mercy,ARVMFE61187B992463,Darwin Hobbs,307.69587,7,0.551,89.941,4,0.505,Mercy (Album Version),0,0.233895617
1352,SOMURVQ12A67AD741A,60049,Atlantis - Hymns for Disco.,ARCF06I1187B995398,K-OS,161.51465,10,0.459,78.971,4,0.954,AquaCityBoy,2006,0.543788273
1353,SORYFNI12AF72A2B2C,8350,Motown II,ARHTHC01187B9B6D2A,Michael McDonald,195.70893,0,0.458,128.968,4,0.971,Nowhere To Run,0,0.453713667
1354,SOUPPFT12AB01849D5,665465,John Brown Or Die: A Revival You Can Believe In,ARA0YAE1187B9B1D16,John Brown,221.43955,0,0.535,129.977,4,0.825,Sarah Palin {I Wanna Lay Pipe},0,0
1355,SODZLWS12A8C136414,289903,"bUn Jour Comme Aujourd Hui""""",AR5IHI31187B998618,Pascal Obispo,231.00036,5,0.488,139.98,4,0.29,Chlore,1994,0
1356,SOCFPZG12AB0181461,463667,Riddim Driven: Coolie Skank,AR202MX1187B9B0383,Tanto Metro & Devonte,208.45669,4,0.602,79.916,3,1,Fat Tianne,0,0
1357,SOZMVGJ12A8AE4565D,278726,Howdy!,ARHPPJK1187B9AC897,Teenage Fanclu,204.77342,8,0.854,127.811,4,0,The Sun Shines From You,2000,0.672072976
1358,SOYBKEI12AB018884E,816250,Vintage Collections,ARQGYP71187FB44566,Jimmy Wakely,171.4673,0,0.052,88.314,7,0.388,Midnight Wind,0,0
1359,SOUGIYB12A8C13FBF1,307287,Be Exalted,ARTDBI61187FB48479,Marvin Sapp,264.09751,9,0.352,97.022,4,0.565,Smile,0,0.319565987
1360,SOVBLDE12AB017F8AF,505423,Cobra Killer,ARO3XZQ1187FB39351,Cobra Killer,112.19546,3,0.461,86.96,3,0.3,Kick Jump - Part Jump,1998,0.340922756
1361,SOZFUSK12AB01827F9,479958,Irresistible Meltdown Vol. 2,ARM9QAE1187B9AF687,Shaman,445.77914,9,0.474,138.001,4,0.466,Battle Of The Tom Tom,0,0
1362,SOAXAPU12A67020EF9,7049,Fair Warning,ARNLO5S1187B9B80CC,Van Halen,248.00608,1,1,184.012,4,0,"Dirty Movies (Album Version)""",1981,0.589015659
1363,SOYMQXY12A6D4FC5BD,227650,Rise,AR1DGSO1187FB59B15,Eddie Turner,306.78159,2,0.591,91.084,4,0.686,Rise,2005,0.531722098
1364,SOCFKOX12A67ADAE95,734782,S\xc3\xa9ance,ARB4ZRM1187B993147,Dark Fortress,459.33669,1,0.017,115.37,4,0,Ghastly Indoctrination,2006,0.709909937
1365,SOGJQKY12A58A77A8D,203257,Night Cruiser,ARDIKTV11F43A69FA4,Deodato,378.09587,10,0.455,113.52,4,1,Night Cruiser (Album Version),0,0.494489518
1366,SOMNUEC12A8C13D9D3,731981,Apollo Sound V,ARXKXC71187B99AA0E,Roberto Roena,224.522,1,0.712,126.291,7,1,Oriza Eh,0,0
1367,SOHANQX12A8C13C2C4,302022,Teenage Head,ARDK87R1187B98D51C,"bFlamin Groovies""""",199.96689,4,0.581,235.405,4,1,Evil Hearted Ada,1971,0.661651391
1368,SOVAIXW12AB0184398,563109,All Time Greats,ARSDSMG1187B98CB59,Eddie Cantor,145.31873,5,0.57,122.887,3,0.924,"bThats The Kind Of Baby For Me""""",2000,0.212045405
1369,SOPWKOX12A8C139D43,429695,Youth & Young Manhood,ARF2EHS1187B994F4E,Kings Of Leon,168.82893,7,0.664,125.875,1,0,Genius,2003,0.910225076
1370,SONLIAJ12A8C133459,146604,Flee,AR695PK1187B996E35,The Jeremy Spencer Band,206.05342,4,0.917,116.137,4,0.876,"bTravellin (Album Version)""""",0,0.264651658
1371,SOUPNLN12A58A7CDDF,394826,Ghostly Swim,ARFW0QN11C8A4216B7,Dark Party,261.58975,1,0.582,175.948,4,0.455,Active,2008,0.731473357
1372,SOLXGLN12AB017F58A,547954,Djessy,ARMRQF21187FB54D89,Kanda Bongo Man,554.68363,0,0.698,132.27,4,1,Djessy,0,0.38670242
1373,SOLECZU12AB017DAAC,391883,Iron,ARUWB5W1187B98D7A1,Ensiferum,352.49587,11,0.762,105.05,1,0,Into Battle,2004,0.682204662
1374,SOALUMD12AB0187F8D,724393,Times Like These,ARLZYDV11C8A4226B0,Albin Myers,493.29587,7,0.733,127.923,1,0,Times Like These,0,0.265861049
1375,SOBKMDD12A58A7F476,225900,Rhythm Nation,ART4QZC1187FB51612,Janet Jackson,67.10812,2,0.603,120.45,5,0.648,"bInterlude: Livin...In Complete Darkness""""",0,0.489038209
1376,SOLYLZD12A6D4FB2F5,279564,Nightly Cares,ARP7AOI1187FB518B4,M\xc3\xbam,249.05098,1,0.704,95.576,4,0.453,Nightly Cares,2004,0.774004274
1377,SOVLQYZ12AC3DF6BCA,734270,Everything Remains (As It Never Was),ARPNY981187B9ACB75,Eluveitie,307.69587,11,0.48,110.018,4,0.446,(Do)Minion,2010,0.662986161
1378,SOKPFAL12AC90979A,784742,Fuwari,ARDPCCQ12802FDD564,Yuko Kanzaki,145.8673,0,0.762,89.98,3,0.606,Seikurabe (Karaoke),0,0
1379,SOSEOSD12A58A7CFDC,806960,El Vaqueton,AR720OJ1187FB37F6C,Los Morros Del Norte,130.76853,7,0.638,120.129,3,1,Raza Cristalera,0,0
1380,SOWTBTR12A6D4F7881,35166,30 Seconds To Mars,ARRBF3M1187FB4D59F,30 Seconds To Mars,245.02812,8,0.616,190.102,4,0.04,The Mission,2002,0.793613668
1381,SONTCDQ12AC9072D1A,784479,"bIts My Club And Ill Play What I Want To""""",ARWSMC91187B9AD369,Helen Love,156.21179,8,0.441,195.026,5,0.735,First Boyfriend,2007,0.212045405
1382,SOGLNWB12A8C142D82,701679,Oblivion Beckons,AROW4VK1187B999DED,Byzantine,300.01587,0,0.586,198.016,4,0.239,Absolute Horizon,2008,0.518759898
1383,SOQMMLD12AB017F3CC,387111,Human Being,ARAIABB1187B9AC6E2,Seal,354.76853,5,0.486,153.731,4,0.523,Still Love Remains (Album Version),1998,0.507531546
1384,SODVGUA12AB017D708,545281,Soul On Ten,AR7BMMV1187FB5B2D7,Robben Ford,367.98649,2,0,126.42,4,0.267,Spoonful,2009,0.375984302
1385,SOUFQJU12A58A80EAC,496370,Tres Cosas,AR7DFJP1187B992F13,Juana Molina,213.26322,2,0.415,46.867,1,0,j Uh!,2004,0.62658598
1386,SOLDKTL12AC3DF99EC,776252,Legendary,ARNAIMI1187FB5733C,Rick Ross,105.40363,7,0.506,121.708,1,1,They Know (Remix),0,0.299877488
1387,SOGYZOF12A67020D72,6988,David Meece/Chronology,ARU2JAB1187FB50C72,David Meece,268.01587,9,0.428,119.437,4,0.978,Seventy Times Seven (LP Version),0,0.265861049
1388,SOAXHCC12A8C14330F,611707,The Fureys Finest,ARFWZZD1187FB561F9,The Fureys,198.5824,0,0.706,94.804,4,0.5,The First Leaves Of Autumn,0,0.215080319
1389,SOYDMDZ12A8C13B65F,300401,Halfpastheartache,ARDG6IY1187B9AAE87,Mothers Pride,244.71465,7,0.678,79.252,4,0.185,Silence,0,0
1390,SOFLHAS12A8C13851C,328398,Men And Women,AR198711187B9AD09F,Simply Red,258.08934,0,0.012,83.73,4,0.766,Maybe Someday...,1987,0.561428518
1391,SOJFLBP12A81C22DB2,230458,Halfway to Gone,ARZ3JUB1187B99A5AC,Halfway to Gone,255.42485,6,0.011,122.624,4,1,Turnpike,2004,0.541966019
1392,SOQSSFX12A8C13424A,92631,Wake Up! Wake Up!,ARQ0BZY1187B99F093,Everyday Sunday,168.95955,1,0.683,151.844,4,0,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),2007,0.601402939
1393,SOKHLYR12AF72A2F91,341940,Praise Him...Live!,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,226.66404,8,0.718,162.987,4,1,Everything I Desire,1995,0
1394,SOVCZBS12A8C1354F1,481828,Best Of/20th Century,ARKJHKX1187FB5AEE5,Buckwheat Zydeco,246.49098,6,0.125,124.577,4,0.863,Hot Tamale Baby,1987,0.496175336
1395,SOIMGHD12AB0187CD9,514617,Nicho... En El Bar 2,ARRS5961187B99F9DE,Nicho Hinojosa,183.17016,2,0.767,159.036,4,0,Tomame O Dejame,0,0.562282077
1396,SOVQONJ12A8C139C4,295070,Super Hits,ARMWZF41187FB387F9,Charley Pride,163.52608,0,0.698,100.893,1,0,Let The Chips Fall,0,0.558094763
1397,SOXAAEC12AC90710AE,600650,Reggae Superstars 9 & 10,ARP06GY1187B98B0F0,Yami Bolo,234.03057,6,0.03,166.749,4,0.357,The Wonders,0,0.236771611
1398,SOLXQSB12A8C133A2D,240644,Same !@#$ Different Day,AR0JPOG1187FB37383,Lyrics Born,256.13016,11,0.817,174.293,3,1,Over You (feat Joyo Velarde_ prod DJ Shadow),2005,0.425124658
1399,SOZEERF12A58A7C6F6,154924,The Christmas Guest,AR4GP451187FB3F2B,Andy Griffith,190.85016,6,0.489,96.052,4,0.48,Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version),0,0
1400,SOTAMUT12A8C13757E,92091,Live Around The World 1991 - 1996,AR49A9P1187FB3BBBF,Saigon Kick,233.66485,0,0.858,110.487,4,0.807,ICU,0,0.375984302
1401,SOJGNFC12AB017DAB8,635170,Get Picked Up,ARJ0FG21187B99F7C4,Crazy Girl,323.00363,8,0.536,91.997,1,1,Get Picked Up,0,0
1402,SOHGMJH12AB0187130,502757,Killswitch Engage [Special Edition],ARDQ9AP1187B9BA3F6,Killswitch Engage,254.45832,8,0.152,104.939,3,1,In A Dead World (Album Version),0,0.604788516
1403,SOYRCTM12AB01860FA,421962,Irfan_ le h\xc3\xa9ros,ARVEJ9M1187FB4DC44,Les Ogres De Barback,189.3873,10,0.051,148.633,1,0,Printemps,1999,0.437036204
1404,SOMEGDY12A8C1394D1,291851,The One,AR4FVK41187FB4BC83,Frankie J,273.00526,4,0,117.844,4,1,Gone,2005,0.522733261
1405,SOVSWSL12A58A7856D,540308,You Break It...You Bought It!,ARI648V1187B9B5379,Michael Stanley Band,220.05506,2,0.58,140.654,1,0,Lost In The Funhouse Again,1975,0.250638101
1406,SOFZQNM12AB0183C50,565418,Better Days,ARB78VW1187B98F81C,George Nooks,222.14485,7,0.438,85.994,4,0.59,No One Knows,0,0
1407,SOIAMCP12AAF3B2F72,529117,Conversations with God: A Windham Hill Collection,ARYXGST1187B991071,Uman,319.08526,9,0.556,160.048,4,0.565,The White Spirit,0,0.552705114
1408,SOCOQRG12A8C13C62C,110337,Lauren Wood,AR1SFKQ1187B98AF13,Lauren Wood,352.33914,1,0.725,168.861,5,0.62,Time Zone (Album Version),0,0.23491548
1409,SODBFUB12A8C140704,310479,Satriani Live,ARNZ70R1187B9A4824,Joe Satriani,300.82567,0,0.683,197.443,4,1,"bJust Like Lightnin""""",2006,0.593795114
1410,SOBGACN12A8C13E14D,260566,Country And Western - Volume 1,ARRZFUG1187B98AD42,Ray Pillow,129.12281,9,0.716,98.015,4,0.083,"bWere Together Again""""",1998,0.212045405
1411,SOMFRXG12A8AE48196,278003,Reach For The Ground,ARY4N501187B9A5DE9,The Ghost Of Lemora,208.69179,11,0.34,136.89,4,0.626,Reach For The Ground,0,0.468946684
1412,SOOBUUM12A8C13696A,599236,Solid Ground,ARNCOPS1187FB5A086,Dolores Keane,229.92934,9,0.56,114.093,4,0.717,Telling Me Lies,1993,0
1413,SOIOVSS12AAF3B38A6,529997,Paradigm Shift,AREOREU1187B99AACD,Rhian Sheehan,288.62649,1,0.752,42.782,1,0,Existing Alone,2001,0.270775999
1414,SOKLCOF12A8C134657,148743,How Far? How Fast?,AR2RVGR1187B9B3219,Robin Frederick,272.01261,3,0.081,119.727,4,0,Calling Dr Zarkov,0,0
1415,SOSVKSI12A8C133503,286965,An Austin Rhythm And Blues Christmas,ARRWQW61187FB5B301,Lou Ann Barton,241.26649,3,0.367,87.485,3,0.286,Please Come Home For Christmas,1986,0.454042766
1416,SOYOFSW12A6D4FA9F1,74608,Open Fire,ARGQANQ11F50C4769E,Y&T,275.9571,6,0.44,170.773,4,0.332,Black Tiger,1982,0.334706549
1417,SOKUBQW12AF72AC4E2,418240,Usher,ARPDVPJ1187B9ADBE9,Usher,283.89832,1,0.066,90.199,4,1,"bIll Show You Love""""",1994,0.419125893
1418,SOQLUSG12A8C140BA3,223624,Two Bugs And A Roach,AR6BUYW1187B98E221,Earl Hooker,298.91873,2,0.59,94.1,3,0.895,"bLove Aint A Play Thing""""",1968,0.334706549
1419,SOKZCJZ12A8C13972F,296721,The Heart Of Christmas,ARLNSD41187FB4D9A0,Sergio Franchi,165.74649,10,0.252,78.841,1,0,Oh Little Town Of Bethlehem,0,0.425304242
1420,SOCCXXA12A58A762B2,271471,Sounds So Good,ARB8H82119B34032E1,Ashton Shepherd,260.51873,3,0.562,45.508,4,0.439,Old Memory,2008,0.525497119
1421,SOREZNH12A8C1300A,597320,Round Every Corner,AR7OCK81187B98D1F1,Debbie Davies,243.30404,9,0.045,125.05,4,0.413,Backseat Driver,1998,0.253834736
1422,SOPAUOJ12AB0188DF,647577,1999: 10 Year Anniversary,ARPYBWQ1187B989C0D,Natural Elements,246.67383,1,0,107.927,1,0.434,More Than Vocals (MTV),0,0
1423,SOHMYGA12AB017F997,451199,Mesmerise the Future,ARHDQMJ11F50C4F61E,Emotion Code,503.48363,5,0.15,120.066,4,0,Mesmerise The Future Part 1,0,0
1424,SOKTKTM12AB0189837,560017,Songs For The Wrong,ARQFKVO1187B9B1777,Dave Brockie Experience,126.4322,1,0.491,138.156,1,0,Slips Of Paper,2003,0.323112121
1425,SOJOAOZ12A58A7D7B6,29249,Alone In His Presence,AR2O3B51187B98CD94,Cece Winans,292.51873,0,0.528,113.636,3,1,Because Of You,0,0.38293509
1426,SOIQGXP12A6D4F8C27,38784,Blessed: The Best Of Rachael Lampa,AR658OS1187FB5C451,Rachael Lampa,269.00853,4,0.24,101.905,4,0.636,"bIm All Yours (LP Version)""""",0,0
1427,SOBUVYW12AB0184EC5,670472,Self Control,ARNBV1X1187B996249,Alex,247.43138,1,0.838,127.979,4,0,Love Selecta (feat Iffectz & Marwa),0,0
1428,SOQMZCQ12A8C1335F0,282923,"bKe Mo""""",ARO0QD41187FB3AB0A,"bKeMo""""",176.5873,7,0.677,79.151,4,0.93,Anybody Seen My Girl,1994,0.662493161
1429,SOWYEWY12A67020333,6891,Grace And Mercy,ARTDBI61187FB48479,Marvin Sapp,393.09016,7,0.309,89.726,3,0.559,Whosoever Will (LP Version),0,0.300753156
1430,SOHVOAF12A8C143ED2,416727,Evocation I - The Arcane Dominion,ARPNY981187B9ACB75,Eluveitie,78.18404,0,0.651,111.127,3,0.636,A Girls Oath,0,0.650676969
1431,SOSSSPO12A8C135F1A,251622,Hits & Hymns Volume II,ARR575U1187B98FB97,The Perrys,241.44934,7,0.934,45.709,4,0.637,By Faith I Can Touch Him Now,0,0
1432,SOJBRYI12A6D4F80EF,28253,Q: Are We Not Men?  A: We Are Devo / Devo Live,ARYML1P1187B9AF39,Devo,141.08689,9,0.805,155.26,4,0.813,Soo Bawlz,1979,0.509640966
1433,SOWHSLN12AB01875F0,519413,S\xc3\xb6der Om K\xc3\xa4rleken,ARGE4J31187B9B41EE,Sofia Karlsson,165.69424,6,0.341,205.16,1,0,Bl\xc3\xa5sut,2009,0.372530039
1434,SOXHBWK12A8C133D3D,195297,Communication (Remix),AROQWIB11F4C83E5DC,"bMario Piu""""",355.39546,7,0.774,133.015,4,0,Communication (More Mix),0,0.212045405
1435,SOYYAKA12A58A7D409,446325,1937/40 Broadcasts,ARGDLJR1187B98D048,Bob Crosby,171.85914,0,0.513,100.317,4,1,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),0,0.265861049
1436,SOJQNWK12AB0183758,337538,Epitaph,ARORFTD1187B99F7D4,Epitaph,494.21016,7,0.332,144.84,5,0.971,Hopelessly,0,0.386477291
1437,SOGOOMV12A6D4F6BE,26166,Double Cream,ARYG6CU1187FB3852,Milk Inc.,204.25098,7,0.779,141.008,4,0,"bLivin A Lie (Video Mix)""""",2001,0.513517029
1438,SOYLCIA12A81C2387A,230740,LAViSH,ARWJEOP1187B996538,Soul Ballet,224.86159,9,0.573,106.01,4,0.942,da da Diamonds,2007,0.511424326
1439,SOZEMUM12A6D4F9672,1798,"bLhomme Du Moment""""",ARE2XN81187B98BB83,Alexis HK,98.66404,4,0.043,96.082,5,0.007,Juste Une Fois,2004,0.480934213
1440,SOKCIOZ12A8C13F625,223721,Dark Outside,ARW644S1187B9B4924,Sigmatropic,263.57506,1,0.438,128.006,4,0,The Blue Side of The Sun,2007,0.253834736
1441,SOZNYHL12A58A7F979,296889,The Bach Variations,ARHY20W1187B9B8262,Steve Erquiaga,184.29342,4,0.663,116.949,1,0,Prelude In C Minor From The Well Tempered-Clavier,0,0.557187768
1442,SOJCYES12A6D4F78AE,25024,Double Fun,AR4BDNG1187FB44870,Robert Palmer,247.95383,11,0.417,119.389,4,1,Love Can Run Faster,1978,0.445454525
1443,SOUBNYW12A8C1460C3,612611,The Best of Rodney O and Joe Cooley,ARDQO721187FB3C6D9,Rodney O_ Joe Cooley,222.24934,6,0.006,99.612,4,1,"bLets Have Some Fun""""",1995,0.408110884
1444,SOILAFT12A8C13AE3D,164326,Chandeliers In The Savannah,AR18VAV1187B9AEC0C,Neon Blonde,170.70975,7,0.891,139.562,1,0.085,New Detroit,2005,0.523175055
1445,SOHJIJB12AC468829E,696953,"bTha Triflin Album""""",ARRQWQW1187FB49844,King Tee,109.13914,6,0.176,183.437,4,0,On Tha Rox,0,0.425304242
1446,SOCPSMO12A58A7C691,200559,At Home With You,ARS2KW51187B9B556E,X,233.22077,9,0.711,141.846,4,0,All Over Now,0,0.265861049
1447,SOAZHQF12A8C13460C,252341,Something Deeper Than These Changes,ARGC7FQ1187FB409CC,Stew,299.07546,4,0.797,117.367,4,0.661,L.A. Arteest Caf\xc3\xa9,2003,0
1448,SOOOTTC12A8C13279E,142365,20 Melodies pour rever_ Volume 2,ARG719Z1187FB551FC,Alain Morisod,241.65832,7,0.693,134.254,4,0,"bLAmour en Heritage""""",0,0
1449,SOQUORP12AB018BD93,821357,The Gothic Sounds of Nightbreed Volume 5,ARDBJ5T1187FB4D5BA,Cauda Pavonis,205.11302,7,0.126,180.203,4,0.637,Juggernaut,0,0
1450,SOVJMFO12AB017E9A7,500158,Stronger_ Faster_ Science,AR6RXJD1187B9B8B23,Grace Gale,247.71873,0,0.268,155.173,4,0,La Matanza,2008,0.265861049
1451,SOQRTCV12A67020430,9039,My Favorite Headache,ARWONOR1187FB3817C,Geddy Lee,271.46404,0,0.31,119.953,3,1,Runaway Train (LP Version),2000,0.661445223
1452,SOCONYN12A8AE48117,280787,Original Album Classics,AR2BBHS1187FB4AE06,Jeff Beck Group,340.34893,2,0.815,98.087,5,0.545,Ice Cream Cakes,1972,0.347592851
1453,SOXAUES12A8C133821,196566,All Of Me,AR7SVRP1187FB55875,Billy May & His Orchestra,147.59138,1,0.506,64.79,1,0.994,Tenderly,0,0
1454,SOENTVS12A8C136556,203410,Dance Hall Showcase Vol. II,ARIRD6J1187FB5A98C,Sugar Minott,226.40281,11,0.314,154.585,4,1,Informer,2008,0.372530039
1455,SOHWKRB12AB017EB39,547284,This Town,ARB9WJ11187B98BF17,Steve Smith,270.99383,7,1,159.621,4,0.485,Better Off That Way,0,0.229144104
1456,SOXODWS12AC4689066,743937,Malina.Org.azm.ru,ARXK4ZA1187B99753A,Malina,239.72526,11,0.691,153.998,4,0.519,Shagi po bitomu steklu,0,0
1457,SOEGATN12A6D4F73B9,23967,The Wild One - The Greatest Hits,AR6UVLC1187B9B4D4C,Suzi Quatro,217.46893,4,0.924,168.165,1,0,"bMamas Boy""""",1979,0.637783286
1458,SOJTAUQ12AC4689DD9,608959,Bricks Are Heavy,AR3KGPQ1187FB53C84,L7,163.13424,2,0.177,85.82,3,0.238,"bThis Aint Pleasure""""",1992,0.60146314
