Lyrics,wordCount,charCount,avgWordSize,stopwords,numerics,upperCase,lowerCase,song_hotttnesss
Oh my maria seems you got me in your spell once more must be there's a storm on the way you taught me to know when you're near in your glance recall my shady days of youth stealing altar wine and microphones not so blindly fueling my need as rock and roll fueled my dreams you know rock and roll fueled my dreams back then you saw me as this child in great need of the wildest sin ,79,381,3.884615385,38,0,0,77,0.466304831
INSTRUMENTAL,1,12,12,0,0,1,0,0.334706549
"You could've knocked me out with a (feather) I know you've heard this all before but we're just hell's (neighbors) Ohhh... Why, why, why won't the world revolve around me?  Build my dreams, trees grow all over the streets But I don't know much about classic cars(Cars) But I've got a lot of friends stuck on classic coke (Coke) Down, set, one, hut, hut, hike  Media please Let's hear it for America's suitehearts! But I must confess I'm in love with my own sins  Let's hear it for America's suitehearts! But I must confess ",98,523,4.531914894,30,0,4,72,0.787620404
"And the air was alive With piercing sound and burning skies The horror did me good, The magic was on my side And hot and cold ideas Were running onto your eyes Your sinking grey eyes She shook his head like so much meat The horror did me good Time to exercise  Like ice about to melt You empty yourself of everything It's cold and grey again ",69,342,4.089552239,21,0,0,54,0.718950559
"Baby, Baby, Baby, I got trouble in mind I can't hide what I see But I wish that I was blind We're dancin' to the music and we're both in time But when the music's over I find that I've been left behind  One step forward, two steps back It's a crazy dance Darlin' do you think that there's A chance for our romance Baby, Baby, Baby, we're comin' apart I fear Cause each time I take one step forward You take two to the rear ",88,423,3.906976744,23,0,9,62,0
"(und die Leute gehen-Hey ahh) Mix den Sonnenschein mit etwas Regen Eine Prise Liebe, säe einen Samen und… Das Gras kann grüner sein auf der anderen Seite (und die Leute gehen –Hey ahh) (Speech) Freunde von mir sind besorgt über die Sozialleistungen Es geht ihnen nicht so gut Ohne medizinische Gesundheitsversorgung sind die Taschen leer Verstecken ihren Wagen weit weg vom Repo Mann Checken den ID des Anrufers bevor sie antworten Kassierer rufen den ganzen Tag an bei ihnen zu Hause Aber sie wollen immer noch los und ihre Glühbirnen austauschen Schwarze wollen immer grün sein, wir wollen recyceln Viele von uns sind arm darum nehmen wir Öffentliche Verkehrsmittel Gehen durch die Straßen den Takt schlagend, dafür sind Kopfhörer da Keine Limousine wo irrer Rauch raus strömt Die ganzen Partydarstellungen von uns, das sind wir nur im Video Die meisten Leute die ich kenne gehen zu Fuß Leben grün natürlich- alles ist gut Ich recycle Dosen und Papier in meiner Gegend-Sohn ",162,976,5.062111801,3,0,1,106,0.511424326
Marble stairs in this cathedral Built by these hands five hundred years before We will make good men better We will make good men better  Draw the right hand across the neck Drop the arm down to your side. I hear the voices calling in the night.  Thirty-three degrees ,52,268,4.428571429,16,0,1,41,0.683462009
"Woh-oh (Gotta get up, gotta get up, gotta get up) Woh-oh (And time won't take my love away)  Woh-oh, woh-oh, o-oh-oh, o-o-o-oh-oh You're such a, you're such a, you're such a, you're such a Hot temptation! You just walk right in Walk, walk, walk right in and Woh-oh, woh-oh, o-oh-oh, o-o-o-oh-oh O-oh-oh, oh-oh, o-o-o-oh-oh, o-o-oh-oh  (Gotta get up, gotta get up, gotta get up) Thank, thank, thank you baby (Gotta get up, gotta get up, gotta get up) Just don't move (Gotta get up, gotta get up, gotta get up) Thank, thank, thank you baby ",98,538,4.642105263,17,0,0,78,0.212045405
song sung blue everybody knows one song sung blue every garden grows one  me and you are subject to the blues now and then  but when you take the blues and sing a song you sing them out again  you sing them out again  song sung blue weeping like a willow song sung blue sleeping on my pillow  funny thing that you can sing it with a cry ,74,337,3.882352941,32,0,0,68,0.738191737
I'm starting to feel We stay together out of fear of dying alone I've been slipping through the years My old clothes don't fit like they once did So they hang like ghosts of the people I've been  ,40,196,4.131578947,15,0,0,32,0.726863701
They took me down the grading station And they classified me zed 'Cause of over population They told me that I would soon be dead  But I slipped out of the force field And hid beneath the monorail But the automatic blood hounds ,45,228,4.279069767,15,0,2,34,0.270775999
INSTRUMENTAL,1,12,12,0,0,1,0,0.425304242
"(myles goodwyn) Published by goody two tunes, inc. - bmi  You got your hands in my pockets You're whisperin' lies in my ear Such promiscuous intentions Don't mistake me for someone who cares There were times I fooled myself, yeah Thinkin' I was someone else Hard days, cold nights Nothin' that I could do, yeah Lovers are babes in arms (babes in arms) Yes it's true, that's right, true, yes it's true, ooh  Such a restless condition The way you're turnin' it on ",86,462,4.542168675,21,0,3,66,0.604128453
"Oh oh Honey got me hooked on you I like that Aaa aaa, aaa, aaa (C'mon) (M C) Aaa, aaa, aaa Nah nah nah ta ta nah (C'mon) (Yea) Ta nah nah, na na nah ta nah Nah nah nah na (MC) Nah nah nah ta nah Da ta na, nah nah nah, ta ta nah (I like that) Na na na da, da, da (Let's go)  Oh honey, you can have me when you want me Yea You simply ask me to be there (Aha) And you're the only one who makes me come running 'Cause what you got is far beyond compare, ohh  And its just like honey (Yea) When your love comes over me (When your love, comes over me) (That's right) Oh baby, I've got a dependancy (I've got) Always strung out for another taste of your honey  It's like honey really washes over me You know sugar never ever was so sweet And I'm dyin' for ya, cryin' for ya, I adore ya (Cryin' hoo) One hit of your love addicted me (Yeah) Now I'm strung out on you darlin' Don't you see every night and day I can't hardly wait for another taste of honey  Honey can't describe (Woh) How good it feels inside? (Haa) (Honey) Honey can't describe (Yea) How good it feels inside? ",226,1068,3.814479638,53,0,7,167,0.679077296
"Pode me chamar que eu vou... eu vou Quando me quiser eu vou... olha que eu vou, eu já tô ai  Sem muita coisa pra levar Sem quase nada pra fazer Sem muita coisa pra dizer ",38,170,3.694444444,2,0,0,31,0.657733045
And you've come all this way to find you How many miles did your past get in the way? At every turn and any path that you would come to There's a crossroad you'd have to face  And your world's seen better days Now you want to make a return Before you crash and burn Deep inside of you It tells you what to do  It's been a long time now you're comin' home Won't you come home you wanna come home ,85,395,3.792682927,36,0,0,71,0.265861049
"Quise hacer una canción sobre la guerra una canción que hablara sobre esa expresión.  Quise hacer una canción sobre una calle solitaria, que no hable de amor, que no hable de tí, ",34,179,4.5625,2,0,0,30,0.327736683
We were one - twin stars But haughtiness turned out as a stumbling block  We were one - two burning souls But haughtiness brought us the downfall  ,30,147,4.37037037,6,0,0,21,0.419125893
"La La la… Lorsqu'une robe s'envole Mambo mambo Mambo bacan Mambo mambo Des jambes nues se dévoilent Mambo mambo Mambo bacan Mambo mambo  Dans la nuit bleue des Antilles Les yeux de tous les gars brillent En voyant un corps qui tourne Et qui danse, danse, danse, danse C'est le rythme qui fait rage Semant l'amour au passage Mambo mambo bacan  La la la ",67,352,4.46875,0,0,0,45,0
Estou pensando em viajar no feriado Mas se eu souber que uma vadia ou um viado dormiu com você Não quero saber pode ser um novo amor ou ex-namorado Não quero saber. Você vai desejar não ter acordado  ,40,200,4.236842105,1,0,0,33,0.299877488
"Gettin' together is better than ever  I am so happy, baby Now that you are my lady We can hold hands together Every day, come what may I promise you I'll always Give you my lovin' always You can depend on me girl All the time, rain or shine  You're gonna love it I'm gonna love it Day time, night time ",64,302,3.918032787,20,0,2,48,0.657161336
Push the button start the game 3 bananas match a dream You’re my queena slot machine love & fortune…... the night is for you  Come to town as one of thousands left señora watch TV My religion is spinning numbers life’s just a coin fallin’ in a hole  ,51,250,4.166666667,16,1,1,41,0
Eyes of celibates burning images worn down rotted lies lips dried peeling Eyes separate our lives dead underneath your skin this blood's not mine you Fucking whore you don't deserve my Gods you're a deified angel you leave me ,40,226,4.794871795,14,0,0,35,0.529730607
"White demon love song down the hall White demon shadow on the road Back up your mind, there is a call He isn't coming after all love this time She likes the way he sings White demon love song's in her dreams White demon, where's your selfish kiss?  White demon sorrow will arrange Let's not forget about the fear Black invitation to this place that cannot change While strangely holy, come for a rain Darling ",77,409,4.44,27,0,0,63,0.523796347
