SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,Lyrics
75,SOALDFI12A8C13A3A8,295041,Prayer: A Windham Hill Collection,ARHY20W1187B9B8262,Steve Erquiaga,220.70812,2,0.378,141.706,1,0.125,The 23rd Psalm,0,0,
76,SOCJPAI12AB0185DB1,702585,Manhattan Mayhem (a history of the Dolls),ARS1OWB1187B99EEAD,New York Dolls,210.85995,7,0.844,110.056,4,0,Trash (live Paris),0,0,"Trash, go pick it up, take them lights away Trash, go pick it up, don't take your life away Trash, go pick it up, the doctor take my knife away And please don't you ask me if I love you If you don't know what I'm doing What you know is,  Trash, go pick it up, take them lights away Trash, go pick it up, don't throw your love away Trash, go pick it up, the doctor take my knife away And please don't you ask me if I love you Cause I don't know what I do What I know is, ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
77,SOJODCY12A58A7CE98,263238,Visa,ARB4ROA1187B9ACAEC,Junior Reid,199.75791,1,0,165.469,4,0.462,No Loafting,1994,0,
78,SOIXICA12A58A7A9A5,818083,The Bunny Striker Lee Story,ARIHI8H1187B9B0058,Jackie Edwards,179.09506,10,0.782,157.177,4,0.472,Ali Baba,2003,0.372530039,
79,SOBLUYN12A8AE48167,279598,En Vogue,AR3QRJ91187B98E4C2,Jacques Dutronc,151.09179,2,0.263,98.733,4,0.288,"bLAventurier""""",1969,0.499445835,Je suis un aventurier Et j'ai beaucoup bourlingué. J'ai fait la vie à Varsovie. J'ai fait le mort à Baltimore. J'ai fait le rat à Camberra. J'ai joué aux dés à Yaoundé. J'ai joué aux dames à Amsterdam. J'ai fait des games à Binningham. Je suis un aventurier Avec lequel il faut compter. Je suis un aventurier Avec lequel il faut compter.  J'ai été à Bornéo. J'ai été pompette à Papeete. J'ai bu de l'eau à Bordeaux. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
80,SOWFMJA12AB01837B6,750876,Polyvinyl 2002 - 2003 Sampler,ARDHWW41187B9A86B0,Paris_ Texas,225.67138,0,0.958,100.532,4,0.183,Hip Replacement,2002,0,
81,SOTPQTD12A58A7E19,23778,The Lonesome Jubilee,ARYVGP31187B9A531A,John Mellencamp,216.86812,11,0.335,134.929,4,0.219,Down And Out In Paradise,1987,0.450762242,"Mellencamp John Cougar The Lonesome Jubilee Down And Out In Paradise Dear Mr. President I live in the suburbs It's a long way from Washington, D.C. Had me a job Workin' for wages Till the company moved out And they forgot about me Can't draw unemployment For some unknown reason My kids are hungry I've got four mouths to feed I go out everyday lookin' for suitable employment Do you think there's something you could do for me Cause I'm  CHORUS Down and out here in paradise Down and out and I'm on my knees ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
82,SOMYFOE12AB0183244,511879,Vinyl Replica:  Cualquiera Puede Cantar,ART6QCS1187FB40CBD,Los Aut\xc3\xa9nticos Decadentes,153.57342,0,0.065,140.823,4,0.159,El Chorro,1997,0.445454525,"Ya nadie lo pone en duda por maestria y calidad, sos el capo del choreo, punga tu especialidad, el terror de los bolsillos, pero al pobre no afanas por un misero aguinaldo no te me vas a ensuciar.  Te das vida de magnate la tenés y la tirás, como llega el mango fácil ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
83,SOISBPM12A8C132C8E,194915,A life time of Hits.. (Live At Centro De Bellas Artes_ San Juan_ Puerto Rico.),ARSZVAK1187FB4A9F0,Richie Ray & Bobby Cruz,370.75546,5,0.763,219.131,7,1,Bomba Camara,0,0.559472776,
84,SOVPVKY12A6D4F6F86,84929,"bSomethings Gotten Hold of My Heart: the Collection""""",AR0N9BV1187FB3AD01,Gene Pitney,166.3473,7,0.648,93.301,4,0,Every Breath I Take,1986,0.73292413,"OPENING SCAT (dip-dip, dooba bop bop) (dip-dip, dooba bop bop)  I hardly ever thank the stars above For sending me your very precious love You never hear me say a prayer Of thanks to someone 'way up there Who gave me such a lucky *break*  Oh, no, darling Only with ev'ry breath I take  And every time we have to be apart ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
85,SOTJMAA12AB01862F2,341482,Texas Playboys,AR9OLFX1187B9A5762,Bob Willis,172.09424,3,0.688,121.923,1,0,Sugar Blues,2000,0.400443466,
86,SOTGNAJ12A58A7F3FE,113176,New Direction,ARWGIFV1187B989947,New Direction,265.24689,2,0.364,56.703,1,0,Who Do You Roll With?  (LP Version),1999,0.334706549,Choose ye this day whom you'll serve - God or man Choose ye this day whom you'll serve - God or man  Lead How long must we try to hide and when will we finally realize That the Lord's coming back He's coming back like a thief in the night Go watch your step you better get it right  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
87,SOTZUHM12A58A7E054,487835,Ready To Fly,AR2S4CA1187B99632E,FFH,263.83628,3,0.775,138.504,4,0.73,Here I Am,2003,0.375984302,"Here I am my knees are on this floor again Take away my pride, reveal this heart within And send Your rain of mercy, let the healing begin 'Cause You've brought me to this place and I can honestly say That slowly I've forgotten all the where's and why's Forgotten all the times You've been right by my side And I've begun to think that life has passed me by ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
88,SOCQGCO12A8C13D2E4,109829,Deluxe Soundsystem,ARRHVGT1187B98D603,Dynamite Deluxe,148.29669,9,0.59,87.844,4,0.474,Zornig!,2000,0.550561797,"strophe 1: du fragst woher ich mir das recht nehm immer andre zu dissen? woher nimmst du dir denn das recht dich in meinen scheiß einzumischen? ihr ganzen heulsusen habt keinen plan, also checkt mal den: bevor ihr mich ahnt, mÜsst ihr erst das prinzip von rap verstehen. es geht um das, was ich denk. was soll der ganze andre scheiß? deine kritik trifft mich grad mal so hart, als wenn du watte schmeißt. ich weiß immer was ich sag, nur sag nich alles, was ich weiß, wenn du moderne klassik schreibst, is es wichtig, daß du sachlich bleibst. und glaub nich, daß ich dir das ganze rap-ding nochmal erklÄr, bei so 'ner art von kritik, sag ich: verpiss dich! nich mehr. mir latte ob du meine platte magst, hauptsache du kaufst sie, denn ich find 's lustig, wenn so 'n trottel wie du geld fÜr mich ausgibst. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
89,SONKOFE12AB0187002,511272,"bLocked n Loaded""""",ARFONKU11F4C8431CC,Dickies,179.59138,2,0.277,70.183,4,0.293,Gigantor,0,0.653628682,
90,SOQAUIF12AC46861CF,597519,Faith,ARVNGA71187FB3C107,Faith Hill,207.80363,0,0.441,141.705,4,0.472,Better Days (Album Version),1998,0.517789044,Hard times are fallin' on you Even when you smile I see the hurt come through And I know it feels like it's never gonna end You say nothin's been right for a long time And every step you take is an uphill climb I see you're reachin' out So let me tell you friend that  Better days are comin' around I know you feel like The whole world's gone and let you down but Better days they're comin' for you I know they will 'Cause I'll be right here makin' sure they do  And if your sky ain't lookin' the fairest ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
91,SOGOBIT12AB01899DE,647420,The Very Best Of Brenda Lee Vol.2,ARGKD4W1187B990E04,Brenda Lee,173.06077,8,0.637,124.291,1,0,"bIf IM Dreaming just Let Me Dream""""",0,0.38293509,"(C. Singleton)  Please don't tell me if your not real Let me keep feelin the way I feel I'm bubblin over, with love supreme And if I'm dreamin, just let me dream.  Aha please don't wake me if I'm asleep ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
92,SOACXUA12AB017C9A4,395388,Channel 10,AR60ZZX1187FB52E29,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,256.1824,0,1,201.494,4,0.819,Rotate,2009,0.462379946,
93,SOTBDNQ12A67ADBF2A,69802,Ride Ranger Ride,ARHK7A51187FB411D8,Roy Rogers,185.0771,0,0.524,100.451,3,0.699,"bThe Hills Of Old Wyomin""""",0,0.253097328,
94,SOTVMJI12AB018638F,813022,JigSaw,ARKAUWC122988EDAD8,George Schuller,409.0771,7,0.259,103.022,3,0.792,Distant Cousin,0,0,
95,SOKZCJC12AF72A8C79,116947,Zos Kia Cultus,AR1OBRC1187FB59AD4,Behemoth,206.44526,6,0.525,114.929,3,1,Here And Beyond,2002,0.620458374,"Arrived we to the days ov our beginning To the City ov God clothed with the mists Enslaved by life we danced spinning In the taverns of time we used to sit And drunk with memories Dead moments glorified  I saw the phantoms ov Golgotha Legion Legion Fed on dust ov dead Anoited by the grey ash Mad, twisted mob ov Jerusalem  Then Raphael beyond me and night appear'd ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
96,SOTEDAD12A8AE4735F,2004,Snivilisation,ARD5K161187B9AC784,Orbital,478.45832,9,0.485,87.982,4,1,Forever,1994,0.685137628,
97,SOGWIQR12A8C144C22,428130,The Best Of In The Summertime,AR07VS41187FB37944,Mungo Jerry,193.90649,7,0.005,88.58,4,0,"bIts A Secret""""",1995,0.427446571,
98,SOUWZWV12AB0181ACF,491917,Lullaby School,ARPTOWL11F50C47FB8,Kris Gruen,185.28608,10,0.715,105.217,4,1,Prayer Walk,0,0,
99,SOKDPUY12AB0184594,759481,How Lucky I Am,ARG09R51187FB4D5C2,Bryan White,245.81179,8,0.626,151.528,4,0.899,God Gave Me You (Single/LP Version),1999,0.334706549,"For all the times I felt cheated, I complained You know how I love to complain For all the wrongs I repeated, though I was to blame I still cursed that rain I didn't have a prayer, didn't have a clue Then out of the blue God gave me you to show me what's real There's more to life than just how I feel And all that I'm worth is right before my eyes And all that I live for though I didn't know why Now I do, 'cause God gave me you For all the times I wore my self pity like a favorite shirt ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
100,SOWYWXM12AB018C9E9,573679,Ultimate Holt,ARJPZSG1187FB3E985,John Holt,209.29261,0,0.657,171.597,4,0.766,Only Just Begun,0,0,
101,SOQZZKI12A67020D38,6968,The Very Best,ARC43071187B990240,Wayne Watson,304.19546,2,0.511,114.528,4,0.627,Freedom (LP Version),0,0,"Coming to you live by satellite From a secret side of town No mistaking, bonds are shaking Walls are breaking down You can walk across the border tonight Unafraid to cross that line Breathe the fresh air, kiss the free ground Leave your dark shadows behind  What will you do with your new liberation Open your heart to the God of Creation  Freedom People cry for freedom Freedom without Jesus Is just another war Freedom Give the people freedom Give the people Jesus Or they've got nothing at all ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
102,SOVQEYV12AF72A06B2,195247,Crowbar,ARWGLPE1187FB3E54C,Crowbar,270.73261,4,0.723,189.288,4,0,No Quarter,0,0.71404746,"Close the door, put out the light you know they won't be home tonight the snow falls hard and don't you know the winds of thor are blowing cold they're wearing steel that's bright and true they carry news that must get through They choose the path where no one goes ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
103,SOCIACN12AB0189ADC,519747,Humboldt Beginnings,AR82DJK1187B991107,The Pharcyde,217.88689,2,0,97.594,4,0.684,Storm,2004,0.460541281,
104,SORWASK12A6D4FA5ED,226414,Carpe Diem,AREMOC71187B996C2F,Lara Fabian,273.13587,2,0.67,109.965,4,1,Ram\xc3\xa8ne Moi,1994,0.386477291,
105,SOAVPSK12A58A7ED21,235684,Who?What?Why?When?Where?,ARPKMIM1187FB397DE,Mad Are Sane_ The,228.8322,1,0.743,196.196,1,0,Animal Crimes,1984,0.437036204,
106,SOIBHJO12A6D4F7774,22455,Personal Business (Explicit),AREB22L1187B9A4BCE,Bad Azz,270.39302,2,0,102.922,4,0.591,How We Get Down,0,0.427446571,"Uhh, purple, uhh, yeah, it's Dogghouse y'all  (Bad Azz x2) See me, I be about my dollars In my own world, wit my own girls poppin collars I'ma G, we, be up for the Impalas wit the juice, gettin loose on y'all, I make ya holla  (Bad Azz) I make ya feel like ya drunk, you on a gallon of strong gin What's happenin, it's a party crackin up in my play pen The play pen party is poppin, it's strait line up It's an after Aftermath party and my bed's smelly bottom Oh you gone, I see real wierd 'til it's over When we leave, we gon' peel out in the limo wit the chauffeur Wit the doja, gat, Congnac and some soda, uhh, uhh (c'mon, c'mon)  (Kola - Doggy's Angels) Who make 'em chat? Angels rule the world Who make these niggaz wanna leave their girl? (Kola, Kola!) Who got the turk to the dirt? Throwin nose and dope Got niggaz cummin from the lyrics I quar (Kola, Kola!) Dogghouse checkin niggaz wit the switch in their walk Niggaz would talk, slept wit my, leave 'em in chalk Keep it pimpin (truly!) Got 'em screamin (ooh wee!) ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
107,SOMVRYP12AB0185AFF,470948,Beasts of Burden,ARWUK9L11C8A42C37,Workhorse,370.85995,5,0.317,60.15,1,0,Flight of the Elephant,2007,0.253834736,
108,SOLEPCJ12A6D4F7404,27755,Strictly Personal,ARONRBJ11F50C49E81,Captain Beefheart & The Magic Band,206.57587,9,0.289,186.23,4,0.857,On Tomorrow,0,0.701097127,We're all brothers of tomorrow (we won't have to talk) we won't need to talk We won't need to walk on tomorrow Rush comes the love shapes to share shapes Love love love on tomorrow baby spring son yellow wings red skies showing on Lively ivy growing on tomorrow ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
109,SOVSPXE12AB0185D78,805834,Ganz sch\xc3\xb6n turb\xc3\xbclent,ARIVGZI11E2835F1FC,B\xc3\xbclent Ceylan,54.15138,2,0.288,78.437,1,0.913,B\xc3\xbclent & Mompfreed: Mompfreedonium,0,0,
110,SOFUUNS12AB018A286,703994,Made In England,ARG4KW31187FB51B7C,Atomic Rooster,159.60771,5,0.067,124.714,4,0.355,Little Bit of Inner Air,1972,0.619596042,Parnell  Voodoo power in the air Mushroom's sticky sweet flower just siiting there ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
111,SOGWIQS12A8C1339B1,86789,The Flesh,ARBR7II1187B9B821E,The Flesh,227.00363,5,0,86.09,3,0.959,Sweet Defeat,0,0.304169503,
112,SOWPAXV12A67ADA046,68118,Ultimate Girl Groups,ARUQ6301187FB54EBA,Salt-N-Pepa,207.62077,4,0.252,127.597,4,0.822,Push It,1988,0.806119769,"Ah, push it Ah, push it  Ooh, baby, baby Baby, baby Ooh, baby, baby Baby, baby Get up on this Ah, push it Ah, push it Ah, push it Get up on this Ah, push it Get up on this  Ow! Baby! Salt and Pepa's here Salt-salt-salt Salt and Pepa's here Salt-salt-salt-salt Salt and Pepa's here! Salt and Pepa, Salt and Pepa Salt and Pepa's here Salt-salt-salt Salt and Pepa's here  Now, now, now wait a minute y'all This dance ain't for everybody Only the sexy people So all you fly mothers Get on out there and dance Dance I said ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
113,SORGUQZ12AB0184B31,757194,The Death Of Romance,ARQDWBG1187B9891D7,Zeromancer,280.08444,2,0.211,120.072,5,0.436,V,2010,0.731282,I don't want to be blind I don't want to be tied up in this pain It's a guilt thing It's a blood drive Our final kiss of this world Can't rescue us Help me God I can't control myself I don't want to be blind Don't want to be vain I don't want to be tied up in this pain I don't want to be vile ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
114,SOCSLKG12A6D4F5954,81735,Songs About Jane,ARF5M7Q1187FB501E8,Maroon 5,181.52444,10,0.476,145.999,4,0.593,Through With You,2002,0.787210098,Can you see me Floating above your head As you lay in bed Thinking about everything That you did not do Cause saying I love you Has nothing to do with meaning it  And I don't trust you Cause everytime you're here Your intentions are unclear I spend every hour waiting for a phone call That I know will never come I used to think that you were the one Now I'm sick of thinking anything at all  You ain't ever coming back to me That's not how things were supposed to be ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
